tr2010gj,tr2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G5300330009600,53033009600,G5300330009702,53033009702,0.000721539,0.0005128966,0.0004956814,0.0007740946,0.0004673915,0.0004527571,0.0007283982,0.0000853041
G5300330009701,53033009701,G5300330009701,53033009701,1,1,1,1,1,1,1,1
G5300330009702,53033009702,G5300330009702,53033009702,1,1,1,1,1,1,1,1
G5300330009800,53033009800,G5300330009600,53033009600,0.0013715695,0,0,0,0,0,0,0
G5300330009800,53033009800,G5300330009801,53033009801,0.5204028726,0.525814779,0.5129449838,0.5343007916,0.5176511709,0.5108481262,0.5104445635,0.5311871227
G5300330009800,53033009800,G5300330009802,53033009802,0.4777283122,0.474185221,0.4870550162,0.4656992084,0.4823488291,0.4891518738,0.4895554365,0.4688128773
G5300330009800,53033009800,G5300330009900,53033009900,0.0004972457,0,0,0,0,0,0,0
G5300330009900,53033009900,G5300330009300,53033009300,0,0,0,0,0,0,0,0
G5300330009900,53033009900,G5300330009900,53033009900,1,1,1,1,1,1,1,1
G5300330010001,53033010001,G5300330010001,53033010001,1,1,1,1,1,1,1,1
G5300330010002,53033010002,G5300330010001,53033010001,0.0007077663,0,0,0,0,0,0,0
G5300330010002,53033010002,G5300330010002,53033010002,0.9992922337,1,1,1,1,1,1,1
G5300330010100,53033010100,G5300330009500,53033009500,0.0019124666,0.0028994354,0.0021691974,0.0026298488,0.0023687327,0.0025974026,0.003931848,0
G5300330010100,53033010100,G5300330010101,53033010101,0.3487338911,0.4213337403,0.432459081,0.358974359,0.4046585077,0.4085343228,0.3106159895,0.5471698113
G5300330010100,53033010100,G5300330010102,53033010102,0.6493536423,0.5757668244,0.5653717216,0.6383957922,0.5929727596,0.5888682746,0.6854521625,0.4528301887
G5300330010200,53033010200,G5300330010200,53033010200,1,1,1,1,1,1,1,1
G5300330010300,53033010300,G5300330010200,53033010200,0.0074338112,0.003030303,0.0034151547,0.0031372549,0.0030133448,0.0031847134,0.0060189166,0
G5300330010300,53033010300,G5300330010301,53033010301,0.6087528816,0.6188552189,0.5985058698,0.648627451,0.5368058545,0.523089172,0.6801375752,0.3931034483
G5300330010300,53033010300,G5300330010302,53033010302,0.3838133072,0.3781144781,0.3980789755,0.3482352941,0.4601808007,0.4737261146,0.3138435082,0.6068965517
G5300330010401,53033010401,G5300330010401,53033010401,1,1,1,1,1,1,1,1
G5300330010402,53033010402,G5300330009300,53033009300,0.0069848668,0,0,0,0,0,0,0
G5300330010402,53033010402,G5300330010402,53033010402,0.9688596684,1,1,1,1,1,1,1
G5300330010402,53033010402,G5300330011002,53033011002,0.0241554648,0,0,0,0,0,0,0
G5300330010500,53033010500,G5300330010501,53033010501,0.4319249701,0.4107537055,0.418579235,0.37734375,0.3957703927,0.3988112086,0.3464309103,0.4380257992
G5300330010500,53033010500,G5300330010502,53033010502,0.5680750299,0.5892462945,0.581420765,0.62265625,0.6042296073,0.6011887914,0.6535690897,0.5619742008
G5300330010600,53033010600,G5300330010601,53033010601,0.4198571943,0.5080711354,0.5093908215,0.4909194098,0.5131761442,0.5143753267,0.4795191451,0.5688005887
G5300330010600,53033010600,G5300330010602,53033010602,0.5801428057,0.4919288646,0.4906091785,0.5090805902,0.4868238558,0.4856246733,0.5204808549,0.4311994113
G5300330010701,53033010701,G5300330010701,53033010701,0.9967974446,0.988478582,0.9912733042,0.9882964889,0.9921875,0.9928212491,1,0.9857142857
G5300330010701,53033010701,G5300330010702,53033010702,0.0032025554,0.011521418,0.0087266958,0.0117035111,0.0078125,0.0071787509,0,0.0142857143
G5300330010702,53033010702,G5300330010701,53033010701,0.0088904681,0,0,0,0,0,0,0
G5300330010702,53033010702,G5300330010702,53033010702,0.9911095319,1,1,1,1,1,1,1
G5300330010800,53033010800,G5300330009300,53033009300,0,0,0,0,0,0,0,0
G5300330010800,53033010800,G5300330010800,53033010800,0.9996479958,1,1,1,1,1,1,1
G5300330010800,53033010800,G5300330010900,53033010900,0,0,0,0,0,0,0,0
G5300330010800,53033010800,G5300330011300,53033011300,0.0003520042,0,0,0,0,0,0,0
G5300330010900,53033010900,G5300330009300,53033009300,0.0001534077,0,0,0,0,0,0,0
G5300330010900,53033010900,G5300330010800,53033010800,0,0,0,0,0,0,0,0
G5300330010900,53033010900,G5300330010900,53033010900,0.9998465923,1,1,1,1,1,1,1
G5300330011001,53033011001,G5300330011001,53033011001,0.9955988341,0.999220579,0.9989206185,0.9996863778,0.9982966445,0.9982184438,1,0.9973146695
G5300330011001,53033011001,G5300330011101,53033011101,0.0008247578,0.000779421,0.0010793815,0.0003136222,0.0017033555,0.0017815562,0,0.0026853305
G5300330011001,53033011001,G5300330011700,53033011700,0.0035764081,0,0,0,0,0,0,0
G5300330011002,53033011002,G5300330011002,53033011002,1,1,1,1,1,1,1,1
G5300330011101,53033011101,G5300330011101,53033011101,1,1,1,1,1,1,1,1
G5300330011102,53033011102,G5300330011102,53033011102,1,1,1,1,1,1,1,1
G5300330011200,53033011200,G5300330010800,53033010800,0.0172848048,0,0,0,0,0,0,0
G5300330011200,53033011200,G5300330010900,53033010900,0,0,0,0,0,0,0,0
G5300330011200,53033011200,G5300330011200,53033011200,0.8894982948,1,1,1,1,1,1,1
G5300330011200,53033011200,G5300330011300,53033011300,0.0932169004,0,0,0,0,0,0,0
G5300330011300,53033011300,G5300330011300,53033011300,1,1,1,1,1,1,1,1
G5300330011401,53033011401,G5300330011401,53033011401,1,1,1,1,1,1,1,1
G5300330011402,53033011402,G5300330011402,53033011402,1,1,1,1,1,1,1,1
G5300330011500,53033011500,G5300330011500,53033011500,1,1,1,1,1,1,1,1
G5300330011600,53033011600,G5300330011601,53033011601,0.496504722,0.5031966318,0.499330656,0.5273509527,0.4982806052,0.4993535876,0.5355948399,0.4024539877
G5300330011600,53033011600,G5300330011602,53033011602,0.503495278,0.4968033682,0.500669344,0.4726490473,0.5017193948,0.5006464124,0.4644051601,0.5975460123
G5300330011700,53033011700,G5300330011700,53033011700,0.9988828351,1,1,1,1,1,1,1
G5300330011700,53033011700,G5300330026300,53033026300,0.0011171649,0,0,0,0,0,0,0
G5300330011800,53033011800,G5300330011700,53033011700,0.0001038624,0,0,0,0,0,0,0
G5300330011800,53033011800,G5300330011801,53033011801,0.5044506569,0.4598401734,0.4611398964,0.4599156118,0.4227035101,0.4296448087,0.4686028257,0.3810541311
G5300330011800,53033011800,G5300330011802,53033011802,0.4951286786,0.5401598266,0.5388601036,0.5400843882,0.5772964899,0.5703551913,0.5313971743,0.6189458689
G5300330011800,53033011800,G5300330011902,53033011902,0.0003168021,0,0,0,0,0,0,0
G5300330011900,53033011900,G5300330011802,53033011802,0.0000814396,0,0,0,0,0,0,0
G5300330011900,53033011900,G5300330011901,53033011901,0.5269683939,0.5073157006,0.501084991,0.4908446545,0.4610309278,0.4601322443,0.4379679144,0.5387387387
G5300330011900,53033011900,G5300330011902,53033011902,0.4714331983,0.4906171869,0.4969993152,0.5066741371,0.5372265988,0.5381686935,0.5598034208,0.4611569462
G5300330011900,53033011900,G5300330026001,53033026001,0.0002183206,0.0000975007,0.0001073756,0.0001185386,0.0000929888,0.0001432473,0.0000896273,0.0001043151
G5300330011900,53033011900,G5300330026300,53033026300,0.0012986476,0.0019696117,0.0018083183,0.0023626698,0.0016494845,0.0015558149,0.0021390374,0
G5300330012000,53033012000,G5300330011601,53033011601,0.0072214112,0.0085978255,0.0082058933,0.0097021508,0.0080435489,0.0089573074,0.0087588335,0.0048651039
G5300330012000,53033012000,G5300330012000,53033012000,0.9927785888,0.9914021745,0.9917941067,0.9902978492,0.9919564511,0.9910426926,0.9912411665,0.9951348961
G5300330012100,53033012100,G5300330012100,53033012100,1,1,1,1,1,1,1,1
G5300330020100,53033020100,G5300330020100,53033020100,1,1,1,1,1,1,1,1
G5300330020200,53033020200,G5300330020200,53033020200,1,1,1,1,1,1,1,1
G5300330020300,53033020300,G5300330020301,53033020301,0.4936411596,0.5045445574,0.5093377492,0.4930497941,0.524160875,0.5087156709,0.4242645915,0.6160494404
G5300330020300,53033020300,G5300330020302,53033020302,0.5063588404,0.4954554426,0.4906622508,0.5069502059,0.475839125,0.4912843291,0.5757354085,0.3839505596
G5300330020401,53033020401,G5300330020401,53033020401,0.9994254526,1,1,1,1,1,1,1
G5300330020401,53033020401,G5300330020402,53033020402,0.0005745474,0,0,0,0,0,0,0
G5300330020402,53033020402,G5300330020402,53033020402,0.9999297102,0.9999403263,0.9999370708,0.9999346935,0.9999468647,0.9999493536,0.9999403493,0.9999610469
G5300330020402,53033020402,G5300330021500,53033021500,0.0000702898,0.0000596737,0.0000629292,0.0000653065,0.0000531353,0.0000506464,0.0000596507,0.0000389531
G5300330020500,53033020500,G5300330020500,53033020500,1,1,1,1,1,1,1,1
G5300330020600,53033020600,G5300330020600,53033020600,1,1,1,1,1,1,1,1
G5300330020700,53033020700,G5300330020700,53033020700,1,1,1,1,1,1,1,1
G5300330020800,53033020800,G5300330020800,53033020800,1,1,1,1,1,1,1,1
G5300330020900,53033020900,G5300330020800,53033020800,0.0361441384,0.012037037,0.0106578464,0.0162297129,0.0114613181,0.0106737825,0.0156739812,0.0022779043
G5300330020900,53033020900,G5300330020900,53033020900,0.9638558616,0.987962963,0.9893421536,0.9837702871,0.9885386819,0.9893262175,0.9843260188,0.9977220957
G5300330021000,53033021000,G5300330020600,53033020600,0.0023135306,0.0000622685,0.0000630771,0.0000640764,0.0000474913,0.0000480174,0.0000595221,0.0000211863
G5300330021000,53033021000,G5300330021000,53033021000,0.9976864694,0.9999377315,0.9999369229,0.9999359236,0.9999525087,0.9999519826,0.9999404779,0.9999788137
G5300330021100,53033021100,G5300330021100,53033021100,1,1,1,1,1,1,1,1
G5300330021300,53033021300,G5300330021300,53033021300,1,1,1,1,1,1,1,1
G5300330021400,53033021400,G5300330021400,53033021400,1,1,1,1,1,1,1,1
G5300330021500,53033021500,G5300330021400,53033021400,0.0017549713,0,0,0,0,0,0,0
G5300330021500,53033021500,G5300330021500,53033021500,0.9953520321,0.9895202608,0.987628866,0.9936758893,0.9817739976,0.978525827,0.9827928524,0.9703703704
G5300330021500,53033021500,G5300330021600,53033021600,0.0028929966,0.0104797392,0.012371134,0.0063241107,0.0182260024,0.021474173,0.0172071476,0.0296296296
G5300330021600,53033021600,G5300330021600,53033021600,1,1,1,1,1,1,1,1
G5300330021700,53033021700,G5300330021701,53033021701,0.454540627,0.4676386997,0.4377290258,0.4992621399,0.3957008525,0.3935724419,0.4339874273,0.3522097771
G5300330021700,53033021700,G5300330021702,53033021702,0.5396596718,0.53192655,0.5617622598,0.5003374424,0.6037097018,0.6058237665,0.5652087925,0.6474442475
G5300330021700,53033021700,G5300330021803,53033021803,0.0054725885,0,0,0,0,0,0,0
G5300330021700,53033021700,G5300330022102,53033022102,0.0002295807,0.0003083762,0.0003839269,0.0002536785,0.0004802234,0.0004940855,0.0006189435,0.0003226462
G5300330021700,53033021700,G5300610051917,53061051917,0.000097532,0.0001263742,0.0001247875,0.0001467392,0.0001092223,0.0001097061,0.0001848367,0.0000233292
G5300330021802,53033021802,G5300330021802,53033021802,0.993252484,1,1,1,1,1,1,1
G5300330021802,53033021802,G5300330021804,53033021804,0.0065555953,0,0,0,0,0,0,0
G5300330021802,53033021802,G5300330032319,53033032319,0.0001919207,0,0,0,0,0,0,0
G5300330021803,53033021803,G5300330021803,53033021803,1,1,1,1,1,1,1,1
G5300330021804,53033021804,G5300330021804,53033021804,0.9995795595,0.999681952,0.9996438393,0.9995890477,0.9996077607,0.9996268618,0.9995365949,0.999719686
G5300330021804,53033021804,G5300330022001,53033022001,0.0004204405,0.000318048,0.0003561607,0.0004109523,0.0003922393,0.0003731382,0.0004634051,0.000280314
G5300330021903,53033021903,G5300330021903,53033021903,1,1,1,1,1,1,1,1
G5300330021904,53033021904,G5300330021904,53033021904,1,1,1,1,1,1,1,1
G5300330021905,53033021905,G5300330021905,53033021905,0.988133148,1,1,1,1,1,1,1
G5300330021905,53033021905,G5300330022001,53033022001,0.0117342137,0,0,0,0,0,0,0
G5300330021905,53033021905,G5300330022003,53033022003,0.0001326383,0,0,0,0,0,0,0
G5300330021906,53033021906,G5300330021905,53033021905,0.0000422416,0,0,0,0,0,0,0
G5300330021906,53033021906,G5300330021906,53033021906,0.986625329,1,1,1,1,1,1,1
G5300330021906,53033021906,G5300330032319,53033032319,0.0100855652,0,0,0,0,0,0,0
G5300330021906,53033021906,G5300330032321,53033032321,0.0032468642,0,0,0,0,0,0,0
G5300330022001,53033022001,G5300330021804,53033021804,0.0013457334,0,0,0,0,0,0,0
G5300330022001,53033022001,G5300330022001,53033022001,0.9978877779,1,1,1,1,1,1,1
G5300330022001,53033022001,G5300330022003,53033022003,0.0007664888,0,0,0,0,0,0,0
G5300330022003,53033022003,G5300330021903,53033021903,0.0189318246,0,0,0,0,0,0,0
G5300330022003,53033022003,G5300330021905,53033021905,0.0102088569,0,0,0,0,0,0,0
G5300330022003,53033022003,G5300330022003,53033022003,0.9708593184,1,1,1,1,1,1,1
G5300330022005,53033022005,G5300330022005,53033022005,0.9995661863,0.9987301587,0.9989547949,0.9982638889,0.9990619137,0.999113868,0.998206278,1
G5300330022005,53033022005,G5300330022006,53033022006,0.0004338137,0.0012698413,0.0010452051,0.0017361111,0.0009380863,0.000886132,0.001793722,0
G5300330022006,53033022006,G5300330022006,53033022006,1,1,1,1,1,1,1,1
G5300330022101,53033022101,G5300330022101,53033022101,1,1,1,1,1,1,1,1
G5300330022102,53033022102,G5300330022102,53033022102,1,1,1,1,1,1,1,1
G5300330022201,53033022201,G5300330022201,53033022201,1,1,1,1,1,1,1,1
G5300330022202,53033022202,G5300330022204,53033022204,0.6133028653,0.5020500495,0.4831441048,0.5591882751,0.4304196908,0.4220238095,0.5965217391,0.2319944598
G5300330022202,53033022202,G5300330022205,53033022205,0.3866971347,0.4979499505,0.5168558952,0.4408117249,0.5695803092,0.5779761905,0.4034782609,0.7680055402
G5300330022203,53033022203,G5300330022203,53033022203,1,1,1,1,1,1,1,1
G5300330022300,53033022300,G5300330022300,53033022300,1,1,1,1,1,1,1,1
G5300330022400,53033022400,G5300330022401,53033022401,0.5197965895,0.4550724638,0.4452566344,0.4480582524,0.4260602679,0.4128902316,0.3941231343,0.4736111111
G5300330022400,53033022400,G5300330022402,53033022402,0.4802034105,0.5449275362,0.5547433656,0.5519417476,0.5739397321,0.5871097684,0.6058768657,0.5263888889
G5300330022400,53033022400,G5300330022502,53033022502,0,0,0,0,0,0,0,0
G5300330022500,53033022500,G5300330022402,53033022402,0,0,0,0,0,0,0,0
G5300330022500,53033022500,G5300330022501,53033022501,0.6615041353,0.5097298054,0.4699535193,0.5542237443,0.4258810869,0.4093000727,0.5072793449,0.3080974325
G5300330022500,53033022500,G5300330022502,53033022502,0.3383495079,0.4902701946,0.5300464807,0.4457762557,0.5741189131,0.5906999273,0.4927206551,0.6919025675
G5300330022500,53033022500,G5300330022701,53033022701,0.0001463567,0,0,0,0,0,0,0
G5300330022603,53033022603,G5300330022603,53033022603,1,1,1,1,1,1,1,1
G5300330022604,53033022604,G5300330022501,53033022501,0.0000788455,0,0,0,0,0,0,0
G5300330022604,53033022604,G5300330022603,53033022603,0.0009894604,0,0,0,0,0,0,0
G5300330022604,53033022604,G5300330022604,53033022604,0.9989316941,1,1,1,1,1,1,1
G5300330022605,53033022605,G5300330022605,53033022605,1,1,1,1,1,1,1,1
G5300330022606,53033022606,G5300330022606,53033022606,1,1,1,1,1,1,1,1
G5300330022701,53033022701,G5300330022502,53033022502,0,0,0,0,0,0,0,0
G5300330022701,53033022701,G5300330022701,53033022701,0.9971765992,0.9983887971,0.9987504228,0.9980057742,0.998980991,0.9990958434,0.9976836684,0.9998630526
G5300330022701,53033022701,G5300330024100,53033024100,0.0028234008,0.0016112029,0.0012495772,0.0019942258,0.001019009,0.0009041566,0.0023163316,0.0001369474
G5300330022702,53033022702,G5300330022702,53033022702,1,1,1,1,1,1,1,1
G5300330022703,53033022703,G5300330022702,53033022702,0.0017192613,0,0,0,0,0,0,0
G5300330022703,53033022703,G5300330022703,53033022703,0.9958653595,0.9962073325,0.9977666108,0.9968944099,0.9977477477,0.997826087,0.9968652038,1
G5300330022703,53033022703,G5300330023701,53033023701,0.0024153791,0.0037926675,0.0022333892,0.0031055901,0.0022522523,0.002173913,0.0031347962,0
G5300330022801,53033022801,G5300330022804,53033022804,0.2100263248,0.533076738,0.5289951306,0.5397207511,0.5396868251,0.5395939086,0.4081632653,0.6127677446
G5300330022801,53033022801,G5300330022805,53033022805,0.7899736752,0.466923262,0.4710048694,0.4602792489,0.4603131749,0.4604060914,0.5918367347,0.3872322554
G5300330022802,53033022802,G5300330022802,53033022802,1,1,1,1,1,1,1,1
G5300330022803,53033022803,G5300330022803,53033022803,1,1,1,1,1,1,1,1
G5300330022901,53033022901,G5300330022901,53033022901,1,1,1,1,1,1,1,1
G5300330022902,53033022902,G5300330022902,53033022902,1,1,1,1,1,1,1,1
G5300330023000,53033023000,G5300330023000,53033023000,1,1,1,1,1,1,1,1
G5300330023000,53033023000,G5300330032217,53033032217,0,0,0,0,0,0,0,0
G5300330023100,53033023100,G5300330023100,53033023100,1,1,1,1,1,1,1,1
G5300330023100,53033023100,G5300330032217,53033032217,0,0,0,0,0,0,0,0
G5300330023201,53033023201,G5300330023201,53033023201,0.9870781432,0.9911618191,0.989961855,0.9905838041,0.9926527456,0.9930377428,0.9864029666,0.9954980304
G5300330023201,53033023201,G5300330023202,53033023202,0.0129218568,0.0088381809,0.010038145,0.0094161959,0.0073472544,0.0069622572,0.0135970334,0.0045019696
G5300330023202,53033023202,G5300330023202,53033023202,1,1,1,1,1,1,1,1
G5300330023300,53033023300,G5300330023300,53033023300,1,1,1,1,1,1,1,1
G5300330023401,53033023401,G5300330023401,53033023401,0.9910021354,1,1,1,1,1,1,1
G5300330023401,53033023401,G5300330023403,53033023403,0.0089978646,0,0,0,0,0,0,0
G5300330023403,53033023403,G5300330023403,53033023403,0.9990784067,0.9998716862,0.9998591767,0.9997980635,0.9998580498,0.9998482713,0.9998198812,1
G5300330023403,53033023403,G5300330023404,53033023404,0.0009215933,0.0001283138,0.0001408233,0.0002019365,0.0001419502,0.0001517287,0.0001801188,0
G5300330023403,53033023403,G5300330032217,53033032217,0,0,0,0,0,0,0,0
G5300330023404,53033023404,G5300330023404,53033023404,0.9967868163,0.9999464697,0.9999364498,0.9999598238,0.9999508838,0.9999440095,0.9999547521,0.9999201733
G5300330023404,53033023404,G5300330032217,53033032217,0,0,0,0,0,0,0,0
G5300330023404,53033023404,G5300330032219,53033032219,0.0032131837,0.0000535303,0.0000635502,0.0000401762,0.0000491162,0.0000559905,0.0000452479,0.0000798267
G5300330023500,53033023500,G5300330023500,53033023500,1,1,1,1,1,1,1,1
G5300330023601,53033023601,G5300330023500,53033023500,0.005173238,0,0,0,0,0,0,0
G5300330023601,53033023601,G5300330023601,53033023601,0.9925235858,1,1,1,1,1,1,1
G5300330023601,53033023601,G5300330023603,53033023603,0.0000734409,0,0,0,0,0,0,0
G5300330023601,53033023601,G5300330023801,53033023801,0.0005412464,0,0,0,0,0,0,0
G5300330023601,53033023601,G5300330023807,53033023807,0.0006227267,0,0,0,0,0,0,0
G5300330023601,53033023601,G5300330023808,53033023808,0.0010657622,0,0,0,0,0,0,0
G5300330023603,53033023603,G5300330023601,53033023601,0.0052924036,0,0,0,0,0,0,0
G5300330023603,53033023603,G5300330023603,53033023603,0.9947075964,1,1,1,1,1,1,1
G5300330023604,53033023604,G5300330023601,53033023601,0.0118365501,0,0,0,0,0,0,0
G5300330023604,53033023604,G5300330023604,53033023604,0.9881634499,1,1,1,1,1,1,1
G5300330023700,53033023700,G5300330023701,53033023701,0.5354485284,0.9574414505,0.9510939511,0.9657469077,0.9442446043,0.9450424929,0.9432013769,0.9466403162
